year,month,day,humidity,temp,sun,wind
2011,9,27,61,29.3,10.3,3.3
2011,9,28,63,27.5,7.4,2.9
2011,9,29,71,26.8,0.4,3.8
2011,9,30,80,24.8,0,3.7
2012,5,1,71,24.6,1.2,3
2012,5,2,88,22.1,0,3.8
2012,5,3,67,24.5,3.5,4.7
2012,5,4,63,22,7.6,5.3
2012,5,5,61,26.1,12,3.3
2012,5,6,39,26.7,9.7,4.6
2012,5,7,54,23.4,6.6,3.5
2012,5,8,60,24.5,2.9,3.5
2012,5,9,60,26.7,7.9,3
2012,5,10,53,24.9,12,5.7
2012,5,11,51,20.2,7.7,6.8
2012,5,12,51,22.6,12.9,3.7
2012,5,13,55,21.3,11.9,3.2
2012,5,14,71,20.7,2,2.6
2012,5,15,92,19.7,0,1.8
2012,5,16,68,25.1,8.6,2.8
2012,5,17,59,25.6,5.7,4.1
2012,5,18,53,26,12,3.4
2012,5,19,57,24.7,7.4,3.9
2012,5,20,63,23.5,3.3,2.9
2012,5,21,52,26.9,2.8,4
2012,5,22,50,27.6,12.1,3.2
2012,5,23,57,25.8,7.1,3.1
2012,5,24,55,25,2,2.8
2012,5,25,82,19.9,0,1.5
2012,5,26,72,24.4,5.9,2.3
2012,5,27,61,26.9,13.3,3.3
2012,5,28,55,27.7,11.5,3.4
2012,5,29,58,27.3,7.8,3.4
2012,5,30,64,25,3.6,2.7
2012,5,31,60,25.7,3.5,2.8
2012,6,1,64,27.2,8.6,2.8
2012,6,2,65,25.5,1.5,2.8
2012,6,3,70,28.8,6.2,2.5
2012,6,4,67,26.5,2.1,2.9
2012,6,5,70,24.5,0.6,2.4
2012,6,6,67,26.7,10,3
2012,6,7,60,29.4,5.9,2.8
2012,6,8,87,22.6,0,1.7
2012,6,9,75,29,4.7,3.3
2012,6,10,59,30,12.5,3.6
2012,6,11,69,25.4,3.2,2.6
2012,6,12,82,23.2,0,2.6
2012,6,13,70,29.3,7.7,3
2012,6,14,65,29.9,10.1,3.4
2012,6,15,74,27.9,0.2,2.5
2012,6,16,95,22.9,0,1.7
2012,6,17,76,27.3,6.9,2.7
2012,6,18,77,26.6,0.2,2.7
2012,6,19,85,26.2,0.6,4.1
2012,6,20,66,29.8,3.4,2.9
2012,6,21,83,22.5,0,3.5
2012,6,22,67,30.9,12.2,3.9
2012,6,23,71,27.6,2.8,2.9
2012,6,24,84,26,0,2
2012,6,25,74,29.4,4.7,3.4
2012,6,26,74,27.4,0.4,2.7
2012,6,27,72,25.2,0,2.4
2012,6,28,68,29.6,3.1,3.3
2012,6,29,70,30,10.5,3.1
2012,6,30,88,25.3,0,1.6
2012,7,1,76,32.8,4.2,3
2012,7,2,78,29.2,4.1,2.5
2012,7,3,87,26.2,0.3,2.5
2012,7,4,89,25.4,0,2.6
2012,7,5,91,26,0,1.5
2012,7,6,91,27.4,0,2.4
2012,7,7,77,28.2,1.3,4.1
2012,7,8,65,29.2,6.5,3.5
2012,7,9,68,30.5,11.3,3.3
2012,7,10,69,30.7,10.7,3.7
2012,7,11,86,25.9,0,1.7
2012,7,12,82,30.9,6.1,3.8
2012,7,13,88,27.6,0,2
2012,7,14,92,26.5,0,2.1
2012,7,15,81,31,3.4,3.1
2012,7,16,72,32.2,3.9,4.1
